"article_key","test_text","p_value","p_comp","section","start","end","one_previous"
"1_1_49"," A and B, p < 0.1). 6-Fluor","0.1","<","8","2781","2788"," "
"1_1_49","eaminase (p < 0.01). A com- ","0.01","<","8","3086","3094","("
"1_1_49",", A and B,p < 0.1). Adenosi","0.1","<","8","3719","3726",","
"1_1_49","ificant ( p > 0.2).
lation ","0.2",">","8","4022","4029"," "
"1_1_49"," (Fig. 4, p < 0.025) which, h","0.025","<","8","4320","4329"," "
"1_1_49","aminase ( p < 0.1). Potenti","0.1","<","8","4426","4433"," "
"1_1_49"," (Fig. 4, p < 0.025), the pre","0.025","<","9","691","700"," "
"1_1_49","eaminase (p > 0.2) even tho","0.2",">","9","1727","1734","("
"1_1_49","eaminase (p < 0.01) and in i","0.01","<","9","3066","3074","("
"1_1_49"," absence (p < 0.05) (Fig.
3,","0.05","<","9","3096","3104","("
"1_1_49"," eight
 ( p > 0.2). The res","0.2",">","9","3457","3464"," "
"1_1_49","eaminase (p < 0.01). In hypo","0.01","<","9","3716","3724","("
"1_1_49","e-
and B, p < 0.05). 6-Fluor","0.05","<","9","4066","4074"," "
"1_1_49","ificant ( p > 0.2) in the p","0.2",">","10","1106","1113"," "
"1_1_72","ifferent (p < 0.001).
    The","0.001","<","5","3355","3364","("
"1_1_72","-
crease (p < 0.02) of 100% ","0.02","<","6","5483","5491","("
"1_1_72","decrease (p > 0.40) in the 1","0.4",">","6","6550","6558","("
"40_50_9552","t       ppp = 0.0035, repeated","0.0035","=","3","3009","3019","p"
"40_50_9552","ase (C; ppp = 0.0011, repeated","0.0011","=","3","3239","3249","p"
"40_50_9552","l (D; ppppp , 0.0001, unpaired","1e-04",",","3","3409","3419","p"
"40_50_9552"," 0.09863, p = 0.7589,
","0.7589","=","4","10415","10425"," "
"40_50_9552","= 0.7864, p = 0.3926, repeated","0.3926","=","5","442","452"," "
"40_50_9552","= 0.1737, p = 0.6842, repeated","0.6842","=","5","683","693"," "
"40_50_9552"," = 1.392, p =
0.1892, unpaired","0.1892","=","5","821","831"," "
"40_50_9552"," = 0.545, p = 0.5443, unpaired","0.5443","=","5","1010","1020"," "
"40_50_9552"," = 1.547, p =
0.1478, unpaired","0.1478","=","5","1162","1172"," "
"40_50_9552","enotype, pp = 0.0149, unpaired","0.0149","=","5","2250","2260","p"
"40_50_9552"," = 3.892, p = 0.0632, repeated","0.0632","=","5","4182","4192"," "
"40_50_9552"," 14.70, ppp = 0.0011, repeated","0.0011","=","5","4908","4918","p"
"40_50_9552","          p = 0.6526, REML; Fi","0.6526","=","5","4960","4970"," "
"40_50_9552",".005, ppppp , 0.0001; Fig. 2D)","1e-04",",","5","5215","5225","p"
"40_50_9552","= 0.3196, p = 0.754, unpaired","0.754","=","5","5579","5588"," "
"40_50_9552","= 0.7273, p = 0.4759, unpaired","0.4759","=","5","5654","5664"," "
"40_50_9552"," and mem-
p = 0.1343, unpaired","0.1343","=","5","6054","6064","
"
"40_50_9552","= 0.6081, p = 0.5493,
tivity a","0.5493","=","5","6632","6642"," "
"40_50_9552","apical: ppp = 0.0068, basal: p","0.0068","=","6","7465","7475","p"
"40_50_9552"," basal: ppp = 0.0059,      (Fi","0.0059","=","6","7486","7496","p"
"40_50_9552","apical: ppp = 0.0026, basal:  ","0.0026","=","6","7969","7979","p"
"40_50_9552","st, the
ppp = 0.0039, unpaired","0.0039","=","6","8044","8054","p"
"40_50_9552"," 3.396, ppp = 0.0068;
ronal fu","0.0068","=","6","9068","9078","p"
"40_50_9552"," 3.477, ppp = 0.0059, unpaired","0.0059","=","6","9203","9213","p"
"40_50_9552","= 0.4559, p = 0.5086, REML; Fi","0.5086","=","6","9918","9928"," "
"40_50_9552"," = 1.449, p = 0.1679, unpaired","0.1679","=","6","10270","10280"," "
"40_50_9552","= 3.98, ppp = 0.0026; basal: t","0.0026","=","6","10531","10541","p"
"40_50_9552","
3.734, ppp = 0.0039, unpaired","0.0039","=","7","195","205","p"
"40_50_9552"," 4.359, ppp = 0.0011, CA1 ba- ","0.0011","=","7","1339","1349","p"
"40_50_9552","= 4.02, ppp = 0.002, cortical","0.002","=","7","1501","1510","p"
"40_50_9552",".579, ppppp , 0.0001, hippocam","1e-04",",","7","1666","1676","p"
"40_50_9552","apical: ppp = 0.0011, basal: p","0.0011","=","7","1748","1758","p"
"40_50_9552"," basal: ppp = 0.002, unpaired","0.002","=","7","1769","1778","p"
"40_50_9552","7.12, ppppp , 0.0001, Student’","1e-04",",","7","1823","1833","p"
"40_50_9552","ical: ppppp , 0.0001, basal: p","1e-04",",","7","2225","2235","p"
"40_50_9552","asal: ppppp , 0.0001, unpaired","1e-04",",","7","2248","2258","p"
"40_50_9552"," 10.08, ppp = 0.0046, genotype","0.0046","=","7","2974","2984","p"
"40_50_9552","A and
ppppp , 0.0001, age  ge","1e-04",",","7","3095","3105","p"
"40_50_9552","= 0.1017, p = 0.7529;         ","0.7529","=","7","3141","3151"," "
"40_50_9552"," 12.15, ppp = 0.0022, genotype","0.0022","=","7","3274","3284","p"
"40_50_9552","7.18, ppppp , 0.0001, age  ge","1e-04",",","7","3409","3419","p"
"40_50_9552","8.07, ppppp , 0.0001, geno-   ","1e-04",",","7","3603","3613","p"
"40_50_9552","4.39, ppppp , 0.0001, age  ge","1e-04",",","7","3736","3746","p"
"40_50_9552","),
2.019, p = 0.17; cortical","0.17","=","7","3866","3874"," "
"40_50_9552","7.65, ppppp , 0.0001,         ","1e-04",",","7","3918","3928","p"
"40_50_9552","9.53, ppppp , 0.0001, age  ge","1e-04",",","7","4039","4049","p"
"40_50_9552","s
6.921, pp = 0.0156; two-way ","0.0156","=","7","4163","4173","p"
"40_50_9552","= 0.1080, p = 0.9161, GluA1: t","0.9161","=","7","4267","4277"," "
"40_50_9552"," = 1.245, p = 0.2414,
aged Tre","0.2414","=","7","4301","4311"," "
"40_50_9552","= 0.8884, p = 0.3952, NR2B: t(","0.3952","=","7","4422","4432"," "
"40_50_9552"," = 1.673, p = 0.1252,
WT mice ","0.1252","=","7","4455","4465"," "
"40_50_9552"," adjusted p = 0.1292; CA1 basa","0.1292","=","7","4497","4507"," "
"40_50_9552","= 0.7913, p = 0.4471, unpaired","0.4471","=","7","4576","4586"," "
"40_50_9552","g. 9A–F).
p = 0.2438; cortical","0.2438","=","7","4627","4637","
"
"40_50_9552"," adjusted p = 0.4122; cortical","0.4122","=","7","4665","4675"," "
"40_50_9552","
adjusted p = 0.4549; post hoc","0.4549","=","7","4786","4796"," "
"40_50_9552"," 4.312, ppp = 0.0012, GluA1: t","0.0012","=","7","5198","5208","p"
"40_50_9552","         pp = 0.0132, NR2A: t(","0.0132","=","7","5320","5330","p"
"40_50_9552","= 2.495, pp = 0.0298, NR2B: t(","0.0298","=","7","5354","5364","p"
"40_50_9552","          p = 0.4489, Syn1: t(","0.4489","=","7","5475","5485"," "
"40_50_9552"," 0.04956, p = 0.9614, unpaired","0.9614","=","7","5510","5520"," "
"40_50_9552","effect: ppp = 0.0046, genotype","0.0046","=","8","516","526","p"
"40_50_9552","fect: ppppp , 0.0001; CA1 basa","1e-04",",","8","549","559","p"
"40_50_9552"," basal: ppp = 0.0022, genotype","0.0022","=","8","574","584","p"
"40_50_9552","fect: ppppp , 0.0001, two-way ","1e-04",",","8","607","617","p"
"40_50_9552","fect: ppppp , 0.0001; cortical","1e-04",",","8","912","922","p"
"40_50_9552"," effect:
pp = 0.01563; two-way ","0.01563","=","8","977","988","p"
"40_50_9552","PSD-95:
ppp = 0.0012, GluA1: p","0.0012","=","9","735","745","p"
"40_50_9552",", GluA1: pp = 0.0132, NR2A: pp","0.0132","=","9","755","765","p"
"40_50_9552","2, NR2A: pp = 0.0298, unpaired","0.0298","=","9","774","784","p"
"40_50_9564","s.
cases, p , 0.05 was consi","0.05",",","5","5126","5134"," "
"40_50_9564"," = 1.625, p = 0.1351, ratio pa","0.1351","=","7","1042","1052"," "
"40_50_9564","= 0.2197,
p = 0.8310, paired t","0.831","=","7","1274","1284","
"
"40_50_9564"," = 1.625, p = 0.1351, ratio pa","0.1351","=","7","2264","2274"," "
"40_50_9564"," = 0.778, p = 0.459, ratio  k","0.459","=","7","2345","2354"," "
"40_50_9564","= 0.2197, p = 0.8310, paired t","0.831","=","7","2563","2573"," "
"40_50_9564","= 0.7694, p = 0.4708, t test).","0.4708","=","7","3208","3218"," "
"40_50_9564","an 6 SEM.
p = 0.4708, t test).","0.4708","=","7","3298","3308","
"
"40_50_9564"," 0.09961, p = 0.9216,
Single-n","0.9216","=","7","3896","3906"," "
"40_50_9564"," = 3.689, p = 0.0017, ratio pa","0.0017","=","7","4888","4898"," "
"40_50_9564","ces while
p = 0.0749, ratio pa","0.0749","=","7","5577","5587","
"
"40_50_9564","o control
p = 0.6483, t test),","0.6483","=","7","5872","5882","
"
"40_50_9564","= 0.7147, p = 0.4835, t test).","0.4835","=","7","6885","6895"," "
"40_50_9564"," = 1.879, p = 0.0970, ra-
    ","0.097","=","8","3858","3868"," "
"40_50_9564"," = 1.510, p = 0.1818,
        ","0.1818","=","8","4382","4392"," "
"40_50_9564"," = 1.724, p = 0.1155, ratio pa","0.1155","=","8","5059","5069"," "
"40_50_9564"," = 3.689, p = 0.0017, ratio pa","0.0017","=","8","5685","5695"," "
"40_50_9564","          p = 0.9871, t test) ","0.9871","=","8","5802","5812"," "
"40_50_9564"," = 1.936, p = 0.0749, ratio pa","0.0749","=","8","6108","6118"," "
"40_50_9564","= 0.4649, p = 0.6483, t       ","0.6483","=","8","6364","6374"," "
"40_50_9564","0.09,961, p = 0.9216, t test).","0.9216","=","8","6833","6843"," "
"40_50_9564","n 6 SEM, pp , 0.05.         ","0.05",",","8","6970","6978","p"
"40_50_9564"," = 3.955, p = 0.0019, t test; ","0.0019","=","8","7265","7275"," "
"40_50_9564"," = 3.040, p = 0.0070, paired t","0.007","=","8","7815","7825"," "
"40_50_9564"," = 1.518, p = 0.1464, paired t","0.1464","=","8","10527","10537"," "
"40_50_9564","= 0.7147, p = 0.4835, t test).","0.4835","=","9","511","521"," "
"40_50_9564"," = 3.040,
p = 0.0070, paired t","0.007","=","9","750","760","
"
"40_50_9564"," = 2.340, p = 0.0474, t test).","0.0474","=","9","1022","1032"," "
"40_50_9564"," = 1.518, p = 0.1464, paired t","0.1464","=","9","1218","1228"," "
"40_50_9564","n 6 SEM, pp , 0.05.

upregul","0.05",",","9","1274","1282","p"
"40_50_9564","munoreac-
p = 0.0970, ratio pa","0.097","=","10","5662","5672","
"
"40_50_9564"," = 1.510, p = 0.1818, paired t","0.1818","=","10","5910","5920"," "
"40_50_9564"," = 1.724, p = 0.1155, ratio pa","0.1155","=","10","6478","6488"," "
"40_50_9564"," 0.01663, p = 0.9871, t test).","0.9871","=","10","6652","6662"," "
"40_50_9564"," = 3.955, p = 0.0019, t test),","0.0019","=","10","7612","7622"," "
"40_50_9564","= 0.7032, p = 0.4934, t test).","0.4934","=","10","7767","7777"," "
"40_50_9564","n 6 SEM, pp , 0.05. ns, not ","0.05",",","10","7910","7918","p"
"40_50_9576"," gain (pppp = 0.001). Ci, Rep","0.001","=","8","3796","3805","p"
"40_50_9576","decay (pppp = 0.0009). Ciii, S","9e-04","=","8","4032","4042","p"
"40_50_9576","width
(pppp = 0.0006). All p v","6e-04","=","8","4072","4082","p"
"40_50_9576"," groups (pp = 0.03). Ei, Rep","0.03","=","9","5795","5803","p"
"40_50_9589"," work-    p , 0.05. All stat","0.05",",","3","7567","7575"," "
"40_50_9589","6 SEM. pppp , 0.001 for compa","0.001",",","4","1545","1554","p"
"40_50_9589","NOVA). pppp , 0.001 versus Fg","0.001",",","4","1609","1618","p"
"40_50_9589","          p = 0.0007). In Fgf1","7e-04","=","4","2845","2855"," "
"40_50_9589","he cellu-
p , 0.0001). Since t","1e-04",",","4","2912","2922","
"
"40_50_9589"," df = 11, p = 0.6400) for 30 m","0.64","=","4","3266","3276"," "
"40_50_9589"," df = 47, p = 0.5566) in the r","0.5566","=","4","3690","3700"," "
"40_50_9589"," df = 35, p , 0.0001). The    ","1e-04",",","4","4525","4535"," "
"40_50_9589"," df = 11, p , 0.0001). In Fgf1","1e-04",",","4","5235","5245"," "
"40_50_9589","n 6 SEM. pp , 0.05; pppp , 0","0.05",",","5","924","932","p"
"40_50_9589"," 0.05; pppp , 0.001; versus s","0.001",",","5","937","946","p"
"40_50_9589","n 6 SEM. pp , 0.05 versus sh","0.05",",","5","1490","1498","p"
"40_50_9589"," = 9.812, p = 0.0319) in cul-
","0.0319","=","5","1809","1819"," "
"40_50_9589",", df = 3, p = 0.0140). In the ","0.014","=","5","2265","2275"," "
"40_50_9589"," = 33.00, p = 0.0005; Fig. 2A)","5e-04","=","5","4318","4328"," "
"40_50_9589"," = 26.00, p , 0.0001). We perf","1e-04",",","6","2299","2309"," "
"40_50_9589","6 SEM. pppp , 0.001 versus ve","0.001",",","6","3590","3599","p"
"40_50_9589"," 6 SEM. ppp , 0.01 versus
  ","0.01",",","6","4126","4134","p"
"40_50_9589"," 6 SEM. ppp , 0.01 versus Fg","0.01",",","6","4877","4885","p"
"40_50_9589","/Y mice. #p , 0.05 versus Fg","0.05",",","6","4909","4917","#"
"40_50_9589"," df = 13, p = 0.0020). Intrade","0.002","=","6","5471","5481"," "
"40_50_9589",", df = 4, p = 0.5473) and the
","0.5473","=","7","929","939"," "
"40_50_9589",", df = 3, p = 0.0550) in
     ","0.055","=","7","2305","2315"," "
"40_50_9589","          p = 0.0070), and sim","0.007","=","7","6065","6075"," "
"40_50_9589"," df = 16, p = 0.3200). Moreove","0.32","=","7","6498","6508"," "
"40_50_9589",", df = 4, p = 0.0300). Then, w","0.03","=","7","6568","6578"," "
"40_50_9589",", df = 5, p = 0.0065) to respo","0.0065","=","7","6959","6969"," "
"40_50_9589"," df = 16, p , 0.0001, n = 17) ","1e-04",",","7","7576","7586"," "
"40_50_9589"," df = 11, p = 0.0005, n = 12),","5e-04","=","7","7766","7776"," "
"40_50_9589",", df = 4, p = 0.0300). However","0.03","=","7","8007","8017"," "
"40_50_9589",", df = 7, p = 0.3751) (Fig. 5B","0.3751","=","7","8092","8102"," "
"40_50_9589",", df = 5, p = 0.0276) by 1 mM ","0.0276","=","7","9368","9378"," "
"40_50_9589","(n = 6). pp , 0.05 versus wi","0.05",",","8","1088","1096","p"
"40_50_9589"," 6 SEM. ppp , 0.01 versus GS","0.01",",","8","1784","1792","p"
"40_50_9589","-
6 SEM. pp , 0.05; ppp , 0.","0.05",",","8","3184","3192","p"
"40_50_9589",", 0.05; ppp , 0.01 versus EC","0.01",",","8","3196","3204","p"
"40_50_9589","), and pppp , 0.001 versus be","0.001",",","8","3228","3237","p"
"40_50_9589","   SEM. ppp , 0.01 versus ve","0.01",",","8","3465","3473","p"
"40_50_9589","ehicle. ##p , 0.01 versus in","0.01",",","8","3492","3500","#"
"40_50_9589","dicated.

p = 0.0093) after a ","0.0093","=","8","3520","3530","
"
"40_50_9589",", df = 6, p = 0.7600) in the r","0.76","=","8","4180","4190"," "
"40_50_9589","= 0.0138, p = 0.9121; Fig. 6C)","0.9121","=","8","4272","4282"," "
"40_50_9589","D).       p = 0.0020). Moreove","0.002","=","9","919","929"," "
"40_50_9589","= 11.790, p = 0.0057) scratchi","0.0057","=","9","1128","1138"," "
"40_50_9589",", df = 4, p = 0.0083). These d","0.0083","=","9","1703","1713"," "
"40_50_9589"," df = 10, p = 0.3260). Thus, T","0.326","=","9","1743","1753"," "
"40_50_9589","r
28.410, p , 0.0001). The tot","1e-04",",","9","3874","3884"," "
"40_50_9589"," df = 61, p , 0.0001). Meanwhi","1e-04",",","9","4176","4186"," "
"40_50_9589"," = 4.287, p = 0.0431).        ","0.0431","=","9","4603","4613"," "
"40_50_9589"," from de-
p = 0.0430). Further","0.043","=","9","5099","5109","
"
"40_50_9589",", df = 3, p = 0.0009).        ","9e-04","=","9","5548","5558"," "
"40_50_9589",", df = 7, p = 0.1200). Both th","0.12","=","9","5949","5959"," "
"40_50_9589"," = 14.80, p = 0.0020), sug-   ","0.002","=","9","7873","7883"," "
"40_50_9589","n 6 SEM. pp , 0.05; ppp , 0.","0.05",",","10","1858","1866","p"
"40_50_9589",", 0.05; ppp , 0.01;
pppp , 0","0.01",",","10","1870","1878","p"
"40_50_9589"," 0.01;
pppp , 0.001; versus F","0.001",",","10","1883","1892","p"
"40_50_9602","e point; pp , 0.05.


Introd","0.05",",","2","1193","1201","p"
"40_50_9602","xon      pp , 0.05.
sproutin","0.05",",","3","1901","1909","p"
"40_50_9602","e point; pp , 0.05.         ","0.05",",","4","8839","8847","p"
"40_50_9602","e point; pp , 0.05.
Fluor 70","0.05",",","5","2654","2662","p"
"40_50_9602","as set at p , 0.05. Statisti","0.05",",","5","6370","6378"," "
"40_50_9602","          p = 0.0009; Fig. 1H)","9e-04","=","6","299","309"," "
"40_50_9602","         (p , 0.000001) diminish","1e-06",",","6","3395","3407","("
"40_50_9602"," partial (p , 0.0052) and
but ","0.0052",",","6","5437","5447","("
"40_50_9602","r injury (p , 0.0276 for parti","0.0276",",","6","6359","6369","("
"40_50_9602","          p , 0.0005 for none)","5e-04",",","6","6512","6522"," "
"40_50_9602","us naive, p , 0.00502; monocyte","0.00502",",","6","8848","8859"," "
"40_50_9602","us naive, p , 0.0466. Quanti- ","0.0466",",","6","9023","9033"," "
"40_50_9602","r
at 3 d: p , 0.0304; Ccl8 vs ","0.0304",",","6","10044","10054"," "
"40_50_9602"," at 14 d: p = 0.0004, 21 d:   ","4e-04","=","6","10079","10089"," "
"40_50_9602","e point; pp , 0.05.



incre","0.05",",","7","1461","1469","p"
"40_50_9602","ficantly (p = 0.0157) compared","0.0157","=","7","1499","1509","("
"40_50_9602","t day 14 (p , 0.001; Fig. 4).","0.001",",","7","1651","1660","("
"40_50_9602","e = 3.33, p , 0.001; Fig. 6A)","0.001",",","7","1899","1908"," "
"40_50_9602","e = 2.37, p , 0.001) and 21 d","0.001",",","7","2481","2490"," "
"40_50_9602","    3.89, p , 0.001; Fig. 6B)","0.001",",","7","2620","2629"," "
"40_50_9602","= 85.52%, p = 0.004), indicat","0.004","=","7","3382","3391"," "
"40_50_9602"," at 21 d (p = 0.67),
CBZ adm","0.67","=","7","3855","3863","("
"40_50_9602"," at 14 d (p , 0.001) and 21 d","0.001",",","8","4454","4463","("
"40_50_9602","         (p = 0.011) after ne","0.011","=","8","4599","4608","("
"40_50_9602","ficantly (p = 0.011)
plasmic ","0.011","=","8","5285","5294","("
"40_50_9602","e point; pp , 0.05.
        ","0.05",",","8","6528","6536","p"
"40_50_9602","      28, p , 0.05) or compa","0.05",",","8","7139","7147"," "
"40_50_9602","ficantly (p , 0.05) decrease","0.05",",","8","8223","8231","("
"40_50_9602","ne 34.1%, p = 0.048), but    ","0.048","=","8","9517","9526"," "
"40_50_9602","ne 10.2%, p , 0.29), partial","0.29",",","8","9810","9818"," "
"40_50_9602","ig. 10G).
p , 0.28), and non","0.28",",","8","9952","9960","
"
"40_50_9602","ne 65.9%, p , 0.20) as large","0.2",",","8","9998","10006"," "
"40_50_9602","e 28.30%, p , 0.0036).
Denerva","0.0036",",","9","244","254"," "
"40_50_9602","re 58.8%, p ,
0.0272). By 28 d","0.0272",",","9","413","423"," "
"40_50_9602","rol
mice (p = 0.0065), indicat","0.0065","=","9","788","798","("
"40_50_9602","e point; pp , 0.05.         ","0.05",",","10","8880","8888","p"
"40_50_9602","o        pp , 0.05.
healing ","0.05",",","11","3636","3644","p"
"40_50_9602","e point; pp , 0.05.
","0.05",",","12","1298","1306","p"
"40_50_9617","-beet syrup, 8.0% malt ext","8",",","3","11926","11932","u"
"40_50_9617","          p = 0.0001221 p = 0.006","0.0001221","=","4","2841","2854"," "
"40_50_9617","0.0001221 p = 0.0060920 p = 0.000","0.006092","=","4","2855","2868"," "
"40_50_9617","0.0060920 p = 0.0000582 p = 0.012","5.82e-05","=","4","2869","2882"," "
"40_50_9617","0.0000582 p = 0.0128000
in PBT. S","0.0128","=","4","2883","2896"," "
"40_50_9617","          p = 0.0000005 p = 0.000","5e-07","=","4","3011","3024"," "
"40_50_9617","0.0000005 p = 0.0000082 p = 0.006","8.2e-06","=","4","3025","3038"," "
"40_50_9617","0.0000082 p = 0.0060920 -
body so","0.006092","=","4","3039","3052"," "
"40_50_9617","          p = 0.0000916 p = 0.000","9.16e-05","=","4","3169","3182"," "
"40_50_9617","0.0000916 p = 0.0003560 p = 0.014","0.000356","=","4","3183","3196"," "
"40_50_9617","0.0003560 p = 0.0143560 -
tained ","0.014356","=","4","3197","3210"," "
"40_50_9617","          p = 0.0003052 p = 0.642","0.0003052","=","4","3327","3340"," "
"40_50_9617","0.0003052 p = 0.6420000 p = 0.402","0.642","=","4","3341","3354"," "
"40_50_9617","0.6420000 p = 0.4020000 -
Thermo ","0.402","=","4","3355","3368"," "
"40_50_9617","          p = 0.0002442 p = 0.980","0.0002442","=","4","3485","3498"," "
"40_50_9617","0.0002442 p = 0.9804000 p = 0.019","0.9804","=","4","3499","3512"," "
"40_50_9617","0.9804000 p = 0.0199200 -
antibod","0.01992","=","4","3513","3526"," "
"40_50_9617"," SKF38393 p = 0.0001221 p = 0.009","0.0001221","=","4","3636","3649"," "
"40_50_9617","0.0001221 p = 0.0099200 p = 0.071","0.00992","=","4","3650","3663"," "
